,URLRating,DomainRating,IPFrom,ReferringPageURL,ReferringPageTitle,InternalLinksCount,ExternalLinksCount,LinkURL,TextPre,LinkAnchor,TextPost,Size,Type,NoFollow,Site-wide,Image,Encoding,Alt,FirstSeen,PreviousVisited,LastCheck,Original
121298,6,38,178.62.88.223,https://www.scrappycabin.com/snacks/add-more-lsi-keywords-with-searches-related-to,Scrappy Cabin - step-by-step recipes to grow your business,9,8,https://backlinko.com/google-keyword-planner,for long tail keywords that may not show up in,the Google Keyword Planner,:,3691,href,False,False,False,utf8,,2017-09-20 01:53:03,2017-10-07 03:22:33,2017-10-22 01:25:08,False
121335,6,37,43.255.154.8,http://driveentrepreneur.com/seo-growth-hacking-techniques-to-scale-your-business/,SEO Growth Hacking Techniques to Scale Your Business… | Drive Entrepreneur,41,25,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by using Google keyword planner,. General rule of thumb — focus on keywords that refer to,14083,href,False,False,False,utf8,,2017-09-21 00:24:04,2017-10-23 13:23:20,2017-10-31 04:56:37,False
121717,6,38,178.62.88.223,https://www.scrappycabin.com/snacks/white-hat-seo-case-study-how-to-get-a-1-ranking,Scrappy Cabin - step-by-step recipes to grow your business,9,26,https://backlinko.com/google-keyword-planner,So he popped “employee wellness” into the,Google Keyword Planner,…,12093,href,False,False,False,utf8,,2017-10-03 15:18:45,2017-10-03 15:18:45,2017-10-11 19:21:51,False
121787,6,36,198.49.23.144,https://astartupmarketer.com/startup-marketers-blog/6-quick-tips-for-building-your-startups-website,6 Quick Tips For Building Your Startup’s Website — A Startup Marketer,37,32,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,,15849,href,False,False,False,utf8,,2017-09-30 00:39:50,2017-09-30 00:39:54,2017-10-01 13:01:48,True
122261,6,35,104.28.2.124,https://www.goodtoseo.com/seo-copywriting-17-powerful-secrets-updated-for-2017/,Search engine optimization (SEO) Blog feeds from best bloggers,83,45,https://backlinko.com/google-keyword-planner,for long tail keywords that may not show up in,the Google Keyword Planner,:,233492,href,False,False,False,utf8,,2017-11-05 05:28:31,2017-09-16 23:55:00,2017-11-05 05:28:31,False
122426,6,34,34.215.145.151,http://www.seomandu.com/resources/,Resources -,13,44,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,,58547,href,False,False,False,utf8,,2017-10-04 08:30:40,2017-10-25 23:07:02,2017-11-03 09:17:46,False
123531,5,36,174.36.239.110,http://evangelist.news/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison/,Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison - Evangelist News,25,18,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,20234,href,False,False,False,utf8,,2017-10-28 15:06:05,2017-09-09 16:56:57,2017-10-28 15:06:05,False
124250,5,32,172.217.22.147,http://business.rssfeeds.pw/2016/10/moz-keyword-explorer-vs-google-keyword.html,Business RSS News: Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison,264,70,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,28133,href,False,False,False,utf8,,2017-09-22 19:03:50,2017-10-05 02:31:49,2017-10-22 09:36:02,False
124560,5,35,104.28.2.124,https://www.goodtoseo.com/7-powerful-ways-to-supercharge-content-marketing-using-seo/,Search engine optimization (SEO) Blog feeds from best bloggers,80,32,https://backlinko.com/google-keyword-planner,"your web pages to search engine success. This, however, requires",proper keyword research,. While a highly popular keyword might be relevant to,219604,href,False,False,False,utf8,,2017-10-28 22:03:17,2017-09-09 18:11:09,2017-10-28 22:03:17,False
124566,5,35,88.221.15.190,https://www.solutionlinkims.com/blog/five-of-the-best-keyword-tools-for-research,Five of the Best Keyword Tools for Research,52,21,https://backlinko.com/google-keyword-planner,but that doesn't mean you have to create an ad.,Backlinko,has done an outstanding job of outlining a step by,14014,href,False,False,False,utf8,,2017-10-02 04:11:32,2017-10-22 11:31:39,2017-10-30 12:28:16,False
125554,5,33,216.222.192.128,https://thehomebusinessowner.com/blog/how-to-start-an-online-baked-goods-business/,How to Start an Online Baked Goods Business - The Home business owner Blog,47,38,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,42095,href,False,False,False,utf8,,2017-09-30 17:08:02,2017-10-16 16:09:01,2017-10-24 22:23:34,True
126350,5,35,107.180.54.179,https://startupwide.com/seo-growth-hacking-techniques-to-scale-your-business/,SEO Growth Hacking Techniques to Scale Your Business… | Startup Wide,50,25,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by using Google keyword planner,. General rule of thumb — focus on keywords that refer to,20239,href,False,False,False,utf8,,2017-09-24 15:18:32,2017-10-24 17:15:17,2017-11-02 07:24:41,False
126580,5,35,173.167.140.116,https://www.adminszone.com/threads/moz-keyword-explorer-vs-google-keyword-planner-the-definitive-comparison.1641/,Moz Keyword Explorer vs. Google Keyword Planner: The Definitive Comparison | Admins Zone - Resources for Forum Administrators,57,19,https://backlinko.com/google-keyword-planner,"you need a Moz Keyword Explorer refresher , or a",Google Keyword Planner refresher,.,27842,href,True,False,False,utf8,,2017-09-21 14:14:57,2017-09-21 14:14:58,2017-10-29 21:42:36,False
126616,5,34,69.162.107.226,https://www.victorwinners.com/2017/06/24/smart-blogging-tutorial-how-to-find-the-perfect-blogging-topic/,Smart Blogging Tutorial: How to find the perfect blogging topic - Victor Winners Dot Com!,25,15,https://backlinko.com/google-keyword-planner,same thing? Tools like Google keyword finder can help you,find information on this.,,12818,href,False,False,False,utf8,,2017-09-23 16:40:22,2017-10-27 06:04:25,2017-11-04 00:15:57,False
126686,5,35,104.31.90.106,https://fundeavour.com/fdv_quest/harnessing-seo-for-youtube-and-streaming/,Harnessing SEO for Youtube and streaming | Fundeavour,22,9,https://backlinko.com/google-keyword-planner,have to pay to be able to use this) .,Here's a more detailed tutorial,from Backlinko!,5753,href,False,False,False,utf8,,2017-10-20 01:54:32,2017-09-18 19:20:18,2017-10-20 01:54:32,False
127113,5,33,216.222.192.128,http://thehomebusinessowner.com/blog/tag/entrepreneur/,entrepreneur Archives - The Home business owner Blog,40,64,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,61325,href,False,False,False,utf8,,2017-09-19 12:56:38,2017-10-21 22:09:56,2017-10-29 15:59:04,False
127182,5,33,181.224.137.199,http://branddoor.com/brand-implementation/google-keyword-planner/,Google Keyword Planner – Brand Door,22,19,https://backlinko.com/google-keyword-planner,and accessing Keyword Planner,http://backlinko.com/google-keyword-planner,,11420,href,False,False,False,utf8,,2017-10-20 01:09:03,2017-09-17 01:30:55,2017-10-20 01:09:03,False
127257,5,31,37.60.237.107,https://www.doznaj.com.mk/%D0%BA%D0%B0%D0%BA%D0%BE-%D0%B4%D0%B0-%D0%B3%D0%BE-%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D1%80%D0%B8%D1%82%D0%B5-%D0%B2%D0%B0%D1%88%D0%B8%D0%BE%D1%82-%D1%80%D0%B0%D0%BD%D0%BA-%D0%BD%D0%B0-google-%D1%81%D0%BF/,Како да го подобрите вашиот ранк на Google според одредени клучни зборови - Дознај повеќе...,102,26,https://backlinko.com/google-keyword-planner,најактуелни за пребарување. Многу корисна алатка за таа намена е,Google Keyword Planner.,"За да може да ја користите, треба да имате gmail",106025,href,True,False,False,utf8,,2017-09-23 06:29:16,2017-10-24 23:43:31,2017-11-01 15:06:19,False
127390,5,34,34.215.145.151,https://www.seomandu.com/resources/,Resources -,23,43,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,,57276,href,False,False,False,utf8,,2017-10-23 23:47:00,,2017-10-23 23:47:00,True
127402,5,32,216.58.208.225,http://siteseostatus.blogspot.com/2017/07/how-we-grew-our-organic-traffic-by-43.html,How We Grew Our Organic Traffic by 43% Without Publishing a Single New Blog Post(Google Keyword Planner),54,12,https://backlinko.com/google-keyword-planner,,Google Keyword Planner,,23338,href,False,False,False,utf8,,2017-10-17 20:17:25,2017-10-17 20:17:27,2017-11-01 04:14:12,False
127476,5,32,216.58.209.225,http://siteseostatus.blogspot.com/2017/07/8-ways-to-drive-website-traffic-to-your.html,8 Ways to Drive Website Traffic to Your Site With Google+(Google Keyword Planner),54,14,https://backlinko.com/google-keyword-planner,and phrases when we’re being intentional about our keywords using,Google Keyword Planner.,The problem is that most of our customers don’t use,23210,href,False,False,False,utf8,,2017-10-07 10:34:08,2017-10-07 10:34:08,2017-10-23 15:48:36,False
127579,5,33,37.60.244.243,https://www.abeautydetour.com/2015/08/increase-blog-popularity-with-these.html,Increase Blog Popularity With These Three SEO Tip - Beauty Detour,17,24,https://backlinko.com/google-keyword-planner,to Google adwords. And here is the detailed tutorial by,Backlinko,", with step by step instruction to get you started",10459,href,False,False,False,utf8,,2017-10-25 05:09:47,2017-10-25 05:09:49,2017-11-02 10:32:40,True
127731,5,34,104.27.164.215,https://www.baycat.co.uk/blog/page-optimisation-beginners/,On Page Optimisation For Beginners,40,42,https://backlinko.com/google-keyword-planner,what keywords work best for you. You can also read,this very helpful article,by Backlinko on how to carefully choose your keywords and,10923,href,True,False,False,utf8,,2017-10-19 10:06:14,2017-10-19 10:06:14,2017-11-04 14:17:53,False
127733,5,33,144.208.76.173,http://www.socialnetworkprofit.com/a-primer-for-writing-promotional-informative-and-entertaining-content-that-captivates-readers/,"A Primer for Writing Promotional, Informative and Entertaining Content that Captivates Readers | Social Network Profit",31,37,https://backlinko.com/google-keyword-planner,Google Keyword Planner (,How to use it,),62483,href,False,False,False,utf8,,2017-09-20 23:50:47,2017-10-22 19:15:18,2017-10-30 15:22:21,False
128181,5,32,65.254.248.129,https://creativexireland.com/search-engine-optimization-for-startups-smes/,Search Engine Optimization for Startups & SMEs. - Creative X Ireland,74,19,https://backlinko.com/google-keyword-planner,Here is a fascinating Blog,how to use Keyword Planner,.,151387,href,False,False,False,utf8,,2017-10-22 11:07:03,2017-08-25 01:46:39,2017-10-22 11:07:03,False
128187,5,36,35.154.28.113,https://www.edeskhub.com/blog/keyword-research-strategies-for-ecommerce-website-development,Keyword Research Strategies for ecommerce website Development,47,15,https://backlinko.com/google-keyword-planner,"or service, your competitor's landing page and product category and",customize your search,for certain types of keywords.,15933,href,False,False,False,utf8,,2017-10-10 12:54:02,2017-10-10 12:54:02,2017-10-17 13:30:26,True
128811,5,33,216.58.204.115,http://www.joinblogging.com/2013/10/using-key-word-planner.html,Learn How to Blog: USING KEY WORD PLANNER,184,17,https://backlinko.com/google-keyword-planner,,STEP BY STEP INSTRUCTIONS,,50335,href,False,False,False,utf8,,2017-10-27 20:24:22,2017-09-18 08:51:48,2017-10-27 20:24:22,False
128898,5,33,216.222.192.128,https://thehomebusinessowner.com/blog/tag/entrepreneur/,entrepreneur Archives - The Home business owner Blog,41,63,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,61372,href,False,False,False,utf8,,2017-10-05 10:10:36,2017-10-28 14:34:36,2017-11-05 13:46:54,True
129207,5,35,104.27.144.194,https://www.vflippa.com/threads/google-keyword-planner-khong-co-ket-qua-cu-the.4335/,Hỏi - Google Keyword Planner Không Có Kết Quả Cụ Thể ! - Vflippa,37,8,https://backlinko.com/google-keyword-planner,,http://backlinko.com/google-keyword-planner,,8079,href,True,False,False,utf8,,2017-09-24 11:50:18,2017-10-17 02:58:10,2017-10-25 03:01:44,False
129656,4,30,5.9.85.14,http://www.mohtavapardaz.ir/SingleBlog.aspx?ID=32,محتواپرداز,52,16,https://backlinko.com/google-keyword-planner,,این لینک,,21899,href,False,False,False,utf8,,2017-09-23 19:19:13,2017-10-09 18:45:39,2017-10-26 01:57:26,False
129850,4,33,216.222.192.128,http://thehomebusinessowner.com/blog/category/online-business/,Online Business Archives - The Home business owner Blog,43,61,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,49730,href,False,False,False,utf8,,2017-09-24 09:43:15,2017-10-27 12:23:34,2017-11-03 21:30:57,False
130051,4,31,77.104.140.50,https://jusohdesign.com/have-you-outgrown-your-brand/,Have you outgrown your brand? - Jusoh Design,23,5,https://backlinko.com/google-keyword-planner,"If you are not familiar with Google Adwords keyword planner,",this article,is a great place to get started.,75085,href,False,False,False,utf8,,2017-09-28 09:36:55,2017-09-28 09:36:56,2017-10-14 16:15:38,True
130209,4,32,109.123.68.210,http://www.theenterpriseacademy.co/startup/seo-growth-hacking-techniques-to-scale-your-business,SEO Growth Hacking Techniques to Scale Your Business - The Enterprise Academy,36,30,https://backlinko.com/google-keyword-planner,high traffic. The entire procedure can be done by laymen,by using Google keyword planner,. General rule of thumb — focus on keywords that refer to,13414,href,False,False,False,utf8,,2017-10-08 16:05:52,2017-10-08 16:05:53,2017-10-26 04:33:04,False
130325,4,31,104.18.32.134,http://timetogo.eu/kulturhuset-skanderborg-cinema-kbe-dildoer,Kulturhuset Skanderborg Cinema Købe Dildoer / Erotik,16,3,https://backlinko.com/google-keyword-planner,,kulturhuset...,,6437,href,False,False,False,utf8,,2017-11-01 10:46:03,,2017-11-01 10:46:03,True
130569,4,32,216.12.197.182,https://www.marketingwithtinh.com/free-keyword-research-tools/,Best Free Keyword Research Tools for 2017,37,35,https://backlinko.com/google-keyword-planner,"to use KeyWords Planner, you can do no better than",Brian Dean’s excellent article on Backlinko,". If you don’t have an AdWords account, you will",20684,href,False,False,False,utf8,,2017-10-07 07:46:19,2017-11-01 20:18:02,2017-11-02 22:44:34,True
130684,4,33,216.222.192.128,https://thehomebusinessowner.com/blog/category/online-business/,Online Business Archives - The Home business owner Blog,43,62,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,49684,href,False,False,False,utf8,,2017-10-05 07:37:24,2017-10-21 20:43:36,2017-10-30 06:03:39,True
130687,4,33,216.222.192.128,http://thehomebusinessowner.com/blog/tag/home-business/page/2/,Home business Archives - Page 2 of 3 - The Home business owner Blog,56,69,https://backlinko.com/google-keyword-planner,"To learn how to use the Google Keyword planner, check",Backlinko.com . You can also check,www.americanbakers.org. For your baking research.,56914,href,False,False,False,utf8,,2017-10-27 08:38:25,2017-10-27 08:38:28,2017-11-04 07:44:59,False
